id;gene;rf60;rf90;rf150;rf250;mcmc
163;PIAS3;0.0;0.0
164;FBXW7;0.0;0.2
165;STX8;0.0;0.0
166;STX7;0.0;0.0
167;FBXO17;0.0;0.0
168;FBXO11;0.0;0.1
169;PIAS2;0.0;0.0
170;FBXW2;0.0;0.0
171;PIAS1;0.0;0.0
172;MSH6;0.0;0.0
173;MINPP1;0.0;0.0
174;DMTF1;0.0;0.0
175;SMO;0.0;0.0
176;MSH2;0.0;0.0
177;MSH3;0.0;0.0
178;MSH4;0.0;0.0
179;PKP2;0.0;0.0
180;SMS;0.0;0.0
181;PKP1;0.0;0.1
182;PKP4;0.0;0.0
183;PKP3;0.0;0.0
184;BLK;0.0;0.0
185;BLM;0.0;0.1
186;KCNE1;0.0;0.0
187;KCNE2;0.0;0.0
188;KCNE4;0.0;0.0
189;IREB2;0.0;0.0
190;C6orf25;0.0;0.0
191;NPAS2;0.0;0.0
192;RAP1B;0.0;0.0
193;RAP1A;0.1;0.2
194;NDOR1;0.0;0.0
195;MBIP;0.0;0.1
196;TSNAXIP1;0.0;0.0
197;KIR2DL5A;0.0;0.0
198;NEK9;0.0;0.0
199;KCNF1;0.0;0.0
200;HTR1F;0.0;0.0
201;API5;0.0;0.0
202;TNFRSF9;0.0;0.0
203;HTR1D;0.0;0.0
204;NEK7;0.0;0.0
205;HTR1A;0.0;0.0
206;HTR1B;0.0;0.0
207;RFXANK;0.0;0.0
208;FBXO34;0.0;0.0
209;BMX;0.0;0.0
210;DRAP1;0.0;0.0
211;SON;0.0;0.0
212;SP2;0.0;0.0
213;SP1;0.0;0.0
214;SP4;0.0;0.0
215;SP3;0.0;0.0
216;MNAT1;0.0;0.0
217;LRCH4;0.0;0.0
218;PIWIL2;0.0;0.0
219;BCAR3;0.0;0.0
220;PIWIL1;0.0;0.0
221;ALAS2;0.0;0.0
222;ALAS1;0.0;0.0
223;ONECUT1;0.0;0.0
224;HTR2B;0.0;0.0
225;DYSF;0.0;0.0
226;APIP;0.0;0.0
227;HTR2C;0.0;0.0
228;HTR2A;0.0;0.3
229;MSLN;0.0;0.0
230;BICD1;0.0;0.0
231;BICD2;0.0;0.0
232;BMP15;0.0;0.0
233;SPN;0.3;0.0
234;SPR;0.0;0.0
235;NEO1;0.0;0.0
236;BCAS2;0.0;0.0
237;MBL2;0.0;0.0
238;BOK;0.0;0.0
239;BCAS1;0.0;0.0
240;UNC45A;0.0;0.0
241;DHPS;0.0;0.0
242;VPS13D;0.0;0.0
243;HTR3A;0.0;0.0
244;RABGGTB;0.0;0.0
245;RABGGTA;0.0;0.0
246;C1D;0.0;0.0
247;BMP2K;0.0;0.0
248;BCAT1;0.0;0.0
249;GAPDH;0.1;0.0
250;PRKAA1;0.0;0.0
251;PRKAA2;0.0;0.0
252;C1S;0.0;0.0
253;SRC;0.5;0.7
254;C1R;0.0;0.0
255;SRF;0.0;0.0
256;MLLT1;0.0;0.0
257;U2AF1;0.0;0.0
258;SRI;0.0;0.0
259;IL2RG;0.0;0.0
260;MLLT3;0.0;0.1
261;MALT1;0.0;0.0
262;U2AF2;0.0;0.0
263;KRIT1;0.0;0.0
264;SRY;0.0;0.0
265;KCNJ1;0.0;0.0
266;KCNJ2;0.1;0.0
267;KCNJ3;0.0;0.0
268;KCNJ4;0.0;0.0
269;KCNJ5;0.0;0.0
270;KCNJ6;0.0;0.0
271;SSB;0.0;0.0
272;KCNJ8;0.0;0.0
273;GPKOW;0.0;0.0
274;KCNJ9;0.0;0.0
275;SORL1;0.0;0.0
276;NECAP2;0.0;0.0
277;NECAP1;0.0;0.0
278;BRE;0.0;0.1
279;SST;0.0;0.0
280;ST5;0.0;0.0
281;IL2RA;0.0;0.0
282;IL2RB;0.3;0.0
283;PDCD2;0.0;0.0
284;KCNK1;0.0;0.0
285;KCNK3;0.0;0.0
286;PEX26;0.0;0.0
287;RCBTB2;0.0;0.0
288;LGALS4;0.0;0.0
289;LGALS3;0.0;0.5
290;LGALS2;0.0;0.0
291;MT2A;0.0;0.0
292;LGALS1;0.4;0.1
293;PEG10;0.0;0.0
294;BSG;0.5;0.1
295;FBXO4;0.0;0.0
296;TNFSF10;0.0;0.0
297;TNFSF11;0.0;0.0
298;FBXO3;0.0;0.0
299;FBXO5;0.0;0.0
300;LGALS8;0.1;0.0
301;BSN;0.0;0.0
302;FBXO7;0.0;0.0
303;FBXO9;0.0;0.0
304;FBXO2;0.0;0.0
305;BCS1L;0.0;0.0
306;BTC;0.0;0.0
307;CFDP1;0.0;0.0
308;KCNQ1;0.0;0.0
309;SUB1;0.0;0.0
310;KCNQ2;0.0;0.0
311;BTK;0.0;0.0
312;KCNQ3;0.0;0.0
313;MT1F;0.0;0.0
314;MT1G;0.0;0.0
315;KCNQ4;0.0;0.0
316;GRB7;0.0;0.0
317;CETP;0.0;0.0
318;SDC4;0.1;1.0
319;DHX9;0.1;0.0
320;RRAD;0.0;0.0
321;SDC2;0.0;0.0
322;SDC3;0.1;0.0
323;MYCBP2;0.0;0.0
324;TGFA;0.0;0.0
325;ZBTB5;0.0;0.2
326;ZBTB3;0.0;0.0
327;NEU3;0.0;0.0
328;MC2R;0.0;0.0
329;APOM;0.0;0.0
330;RRAS;0.1;0.2
331;RACGAP1;0.0;0.0
332;APOH;0.0;0.0
333;NEU1;0.0;0.0
334;APOF;0.0;0.0
335;STK38L;0.0;0.0
336;KCNN2;0.2;0.0
337;APOD;0.0;0.0
338;APOE;0.0;0.0
339;KCNN4;0.0;0.0
340;APOB;0.0;0.0
341;APOBEC3C;0.0;0.0
342;XBP1;0.0;0.0
343;YES1;0.0;0.0
344;APOBEC3F;0.0;0.0
345;TNFSF14;0.0;0.0
346;APOBEC3G;0.0;0.0
347;TNFSF15;0.0;0.0
348;TNFSF13;0.0;0.0
349;IGF1;0.0;0.2
350;NET1;0.0;0.0
351;FBXL8;0.0;0.0
352;BST1;0.0;0.0
353;PEX5L;0.0;0.0
354;MC1R;0.0;0.0
355;ZBTB6;0.0;0.0
356;CWF19L1;0.0;0.0
357;SDC1;0.0;0.0
358;GRB2;0.3;0.1
359;GRAP;0.0;0.0
360;FBXL2;0.0;0.0
361;FBXL5;0.0;0.0
362;FBXL4;0.0;0.0
363;FBXL6;0.0;0.0
364;IGHM;0.0;0.0
365;MSTN;0.0;0.0
366;MRPS12;0.0;0.0
367;TFB1M;0.0;0.0
368;C8B;0.0;0.0
369;C8A;0.0;0.0
370;MC4R;0.0;0.0
371;C8G;0.0;0.0
372;RAC2;0.0;0.0
373;RAC3;0.0;0.0
374;FCER1A;0.0;0.0
375;RAC1;0.0;0.0
376;BBS4;0.0;0.0
377;ZHX2;0.3;0.1
378;PCYT1B;0.0;0.0
379;FCER1G;0.0;0.0
380;ZHX3;0.0;0.0
381;PCYT1A;0.0;0.0
382;SYK;0.1;0.0
383;MRPS22;0.0;0.0
384;MST1;0.1;0.0
385;GAB1;0.0;0.0
386;CACYBP;0.1;0.0
387;PRPF40A;0.0;0.0
388;GAB2;0.0;0.0
389;SYP;0.0;0.0
390;TFB2M;0.0;0.0
391;CNKSR2;0.0;0.0
392;RNF144A;0.0;0.0
393;CNKSR1;0.0;0.0
394;MC3R;0.0;0.0
395;RAP2A;0.1;0.0
396;RAP2B;0.0;0.0
397;PITPNM1;0.0;0.0
398;PITPNM3;0.0;0.0
399;TAX1BP1;0.0;0.0
400;IGHD;0.0;0.0
401;FAM32A;0.0;0.0
402;FAM193B;0.0;0.0
403;C14orf1;0.0;0.1
404;DYNC1I2;0.0;0.0
405;SELPLG;0.1;0.0
406;SSNA1;0.0;0.0
407;MRPS34;0.0;0.0
408;MRPS31;0.0;0.0
409;IGKC;0.0;0.0
410;MSX1;0.0;0.0
411;RAE1;0.0;0.0
412;DYNC1I1;0.0;0.0
413;PEX16;0.0;0.0
414;MAP3K2;0.0;0.0
415;MAP3K3;0.0;0.0
416;DYNC1H1;0.0;0.1
417;PEX19;0.0;0.0
418;MAP3K1;0.0;0.0
419;SORT1;0.0;0.0
420;GAD1;0.0;0.0
421;KLHL1;0.0;0.0
422;GAD2;0.0;0.0
423;KLHL2;0.0;0.0
424;MRE11A;0.0;0.0
425;KLHL3;0.0;0.0
426;PEX10;0.0;0.0
427;PEX12;0.0;0.0
428;APTX;0.0;0.0
429;PEX13;0.0;0.0
430;PEX14;0.0;0.0
431;KCNS3;0.0;0.0
432;MC5R;0.0;0.0
433;TACC3;0.0;0.0
434;TACC1;0.0;0.0
435;RAD1;0.0;0.0
436;HDGF;0.0;0.0
437;TACC2;0.1;0.0
438;TACO1;0.0;0.0
439;INPPL1;0.0;0.0
440;PLAT;0.0;0.0
441;IGF1R;0.0;0.0
442;TGM1;0.0;0.0
443;DMBT1;0.0;0.0
444;PLAU;0.1;0.0
445;ZNF83;0.0;0.0
446;ENPP1;0.0;0.0
447;RAG2;0.0;0.0
448;TGM2;0.0;0.0
449;RAG1;0.0;0.1
450;CARD10;0.0;0.0
451;MSX2;0.0;0.0
452;ADAM11;0.0;0.0
453;ADAM10;0.0;0.0
454;SDHB;0.0;0.0
455;DHDDS;0.0;0.0
456;ADAM19;0.0;0.0
457;ADAM17;0.0;0.0
458;ZNF91;0.0;0.0
459;BRMS1;0.0;0.0
460;ADAM15;0.0;0.0
461;PSPC1;0.0;0.0
462;ADAM12;0.0;0.0
463;PLAA;0.0;0.0
464;RAF1;0.3;0.0
465;CARD14;0.1;0.0
466;HTRA1;0.0;0.1
467;DAPP1;0.4;0.0
468;HTRA2;0.0;0.0
469;PLD1;0.0;0.0
470;PLD2;0.0;0.0
471;GRK1;0.0;0.0
472;KCNV1;0.0;0.0
473;RAI1;0.0;0.0
474;KCNV2;0.0;0.0
475;GRK5;0.0;0.0
476;GRK4;0.0;0.0
477;GRK6;0.0;0.0
478;LPXN;0.0;0.0
479;FGF23;0.0;0.0
480;RAI2;0.0;0.0
481;IGF2R;0.6;0.0
482;BSPRY;0.3;0.0
483;IFT20;0.0;0.0
484;FGF17;0.0;0.0
485;FGF18;0.0;0.0
486;FGF13;0.0;0.0
487;FGF12;0.0;0.0
488;PLEK;0.0;0.0
489;TAZ;0.0;0.0
490;GRM1;0.0;0.0
491;GRM3;0.0;0.0
492;GRM2;0.0;0.0
493;LASP1;0.1;0.2
494;GRM5;0.0;0.0
495;GRM4;0.0;0.0
496;ZIC3;0.0;0.0
497;CA2;0.0;0.0
498;GRM6;0.0;0.0
499;ZIC1;0.0;0.0
500;GRM8;0.0;0.0
501;CA4;0.0;0.0
502;CA6;0.0;0.0
503;MYBL2;0.3;0.0
504;CA9;0.0;0.0
505;CA8;0.0;0.0
506;IFT57;0.0;0.0
507;MYBL1;0.1;0.0
508;SUN1;0.0;0.0
509;TBP;0.1;0.1
510;ATP6AP1;0.0;0.0
511;ATP6AP2;0.0;0.0
512;CAD;0.0;0.1
513;HUNK;0.0;0.0
514;ELF1;0.0;0.0
515;ELF2;0.0;0.0
516;ELF3;0.0;0.2
517;ELF4;0.2;0.0
518;EEF1D;0.0;0.0
519;ELF5;0.0;0.0
520;CAT;0.2;0.0
521;ZMYND10;0.0;0.0
522;ZMYND11;0.7;1.0
523;SHANK2;0.0;0.011111;0.0168;0.02088;0.0;0.016667;0.011111;0.006667;0.008;0.0
524;SHANK1;0.0;0.0
525;RALA;0.0;0.0
526;RALB;0.0;0.0
527;RRN3;0.0;0.0
528;GALT;0.0;0.0
529;CBL;0.0;0.0
530;TROVE2;0.0;0.0
531;PSMB10;0.0;0.0
532;IL1RL1;0.0;0.0
533;IL1RL2;0.0;0.0
534;MTA1;0.0;0.0
535;SV2B;0.0;0.0
536;SV2A;0.0;0.1
537;CBS;0.0;0.0
538;TDG;0.0;0.0
539;TGS1;0.0;0.0
540;SLIT1;0.0;0.0
541;SLIT3;0.0;0.0
542;RALY;0.0;0.0
543;SLIT2;0.0;0.0
544;MTA2;0.0;0.0
545;RRM1;0.0;0.0
546;RRM2;0.0;0.0
547;CCK;0.0;0.0
548;TBX19;0.0;0.0
549;CD2;0.0;0.0
550;CD4;0.1;0.0
551;CCS;0.0;0.0
552;TEC;0.0;0.0
553;TNIP1;0.0;0.0
554;CD6;0.0;0.0
555;TEF;0.0;0.0
556;CD5;0.0;0.0
557;TNIP2;0.0;0.0
558;CD7;0.0;0.0
559;CD9;0.0;0.0
560;TEK;0.016667;0.022222;0.021333;0.0328;0.2;0.0;0.008254;0.004952;0.006971;0.0
561;IPO13;0.0;0.0
562;CDA;0.0;0.0
563;TES;0.0;0.0
564;GRPR;0.0;0.0
565;ELK1;0.2;0.1
566;RRP8;0.0;0.0
567;ELK3;0.0;0.0
568;RRP9;0.0;0.0
569;ELK4;0.0;0.0
570;ALCAM;0.0;0.0
571;TFG;0.0;0.0
572;HOMER3;0.2;0.0
573;VPS35;0.0;0.0
574;VPS39;0.0;0.0
575;PRKCG;0.0;0.0
576;PRKCI;0.4;0.0
577;PRKCH;0.6;0.0
578;PRKCB;0.3;0.0
579;PRKCE;0.0;0.0
580;PRKCD;0.0;0.4
581;CLEC11A;0.0;0.0
582;HUS1;0.0;0.0
583;AFAP1;0.0;0.0
584;PRKCA;0.1;0.2
585;CEL;0.0;0.0
586;BCAN;0.0;0.0
587;BCAM;0.8;0.3
588;SCN10A;0.0;0.0
589;MTAP;0.0;0.0
590;DAAM1;0.0;0.0
591;PRKD3;0.2;0.0
592;SDPR;0.0;0.0
593;HECW1;0.0;0.0
594;PRKCQ;0.0;0.0
595;PRKD2;0.0;0.0
596;PRKD1;0.0;0.0
597;NUP98;0.0;0.0
598;VPS28;0.0;0.0
599;CFB;0.0;0.0
600;CFD;0.0;0.0
601;CFH;0.0;0.0
602;PRKDC;0.5;0.9
603;CFI;0.0;0.0
604;CFP;0.0;0.0
605;PRKCZ;0.7;0.2
606;NUP85;0.0;0.0
607;VPS11;0.0;0.0
608;ST3GAL4;0.0;0.0
609;RRS1;0.0;0.0
610;NUP88;0.0;0.0
611;CGA;0.0;0.0
612;ZSCAN16;0.0;0.0
613;ST3GAL2;0.0;0.0
614;VPS16;0.0;0.0
615;PLK4;0.1;0.0
616;BTF3;0.0;0.0
617;PLK3;0.0;0.0
618;NFE2;0.0;0.0
619;HOMER1;0.0;0.0
620;HOMER2;0.0;0.0
621;PLK2;0.0;0.0
622;MCAM;0.0;0.0
623;PLK1;0.1;0.2
624;MEX3D;0.0;0.0
625;ELL3;0.0;0.0
626;GTF2IRD1;0.0;0.0
627;CDKN1C;0.0;0.0
628;BTG3;0.0;0.0
629;SETD5;0.0;0.0
630;BTG2;0.2;0.0
631;CDKN1A;0.0;0.0
632;SETD2;0.0;0.0
633;MOCS2;0.0;0.0
634;RARG;0.0;0.0
635;CDKN1B;0.0;0.0
636;BTG1;0.0;0.1
637;MOCS3;0.0;0.0
638;CHM;0.0;0.0
639;ASH2L;0.0;0.0
640;ASGR1;0.0;0.0
641;ASGR2;0.0;0.0
642;ADAMTSL4;0.0;0.0
643;MTG1;0.0;0.0
644;RARS;0.0;0.0
645;GAST;0.0;0.0
646;TK1;0.0;0.0
647;RRP12;0.0;0.0
648;CIC;0.3;0.0
649;EXOC7;0.1;0.0
650;COPZ2;0.0;0.0
651;ASH1L;0.0;0.0
652;MTF2;0.0;0.0
653;ANGPTL3;0.0;0.0
654;RARA;0.0;0.0
655;GAS2;0.0;0.0
656;EXOC3;0.0;0.0
657;RARB;0.0;0.0
658;PLIN3;0.0;0.0
659;GAS1;0.0;0.0
660;GARS;0.0;0.0
661;PLIN2;0.0;0.0
662;EXOC5;0.0;0.0
663;PLIN1;0.0;0.0
664;GAS6;0.0;0.0
665;TKT;0.0;0.0
666;EXOC2;0.0;0.0
667;EXOC1;0.0;0.0
668;GAS7;0.0;0.0
669;NFIX;0.0;0.0
670;PRUNE2;0.0;0.0
671;PAPSS1;0.0;0.0
672;OLFML3;0.0;0.0
673;CKB;0.0;0.0
674;APOL1;0.0;0.0
675;PAIP1;0.0;0.0
676;APOL2;0.0;0.0
677;CDKN2D;0.0;0.0
678;BCHE;0.0;0.0
679;CDKN2B;0.0;0.0
680;CDKN2C;0.0;0.0
681;CKM;0.0;0.0
682;CDKN2A;0.4;0.3
683;IL10RB;0.0;0.0
684;MCF2;0.0;0.0
685;IL10RA;0.0;0.0
686;ELP3;0.0;0.0
687;RRP1B;0.0;0.0
688;HIPK1;0.0;0.0
689;SNCAIP;0.0;0.1
690;HIPK3;0.0;0.0
691;HIPK2;0.0;0.0
692;OSTM1;0.0;0.0
693;NFIB;0.0;0.0
694;NFIC;0.0;0.0
695;PLP1;0.0;0.0
696;FOSB;0.0;0.0
697;PLP2;0.0;0.0
698;GTF2B;0.2;0.0
699;C1orf174;0.0;0.0
700;TNC;0.0;0.0
701;CLU;0.0;0.0
702;TNF;0.0;0.0
703;CFL1;0.0;0.5
704;TNR;0.0;0.0
705;PLS3;0.0;0.0
706;OIP5;0.0;0.0
707;IL13RA2;0.0;0.0
708;GTF2I;0.0;0.0
709;IL13RA1;0.0;0.0
710;MAP2K4;0.0;0.0
711;MAP2K1;0.0;0.0
712;MAP2K2;0.3;0.0
713;FKBPL;0.0;0.0
714;RALGAPA1;0.0;0.0
715;DIO2;0.0;0.0
716;GTF3A;0.0;0.0
717;LEMD3;0.3;0.6
718;TOM1L1;0.0;0.0
719;TOM1L2;0.0;0.0
720;MTNR1A;0.0;0.0
721;OBSCN;0.0;0.0
722;MTNR1B;0.0;0.0
723;FKBP8;0.0;0.0
724;FKBP4;0.0;0.4
725;PPEF1;0.0;0.0
726;PPEF2;0.0;0.0
727;FKBP3;0.0;0.0
728;FKBP6;0.0;0.0
729;FKBP5;0.0;0.1
730;FKBP2;0.0;0.0
731;CNP;0.0;0.1
732;INSIG2;0.0;0.0
733;INSIG1;0.0;0.0
734;KNG1;0.0;0.0
735;TPR;0.0;0.0
736;MAP2K7;0.0;0.0
737;PLTP;0.0;0.0
738;MAP2K5;0.0;0.0
739;MAP2K6;0.1;0.0
740;MCL1;0.0;0.0
741;SYNJ2;0.0;0.0
742;COPS4;0.1;0.0
743;COPS3;0.3;0.0
744;BCL9;0.0;0.0
745;COPS6;0.5;0.2
746;UBOX5;0.0;0.0
747;COPS5;0.0;0.1
748;BCL6;0.8;0.0
749;SYNJ1;0.0;0.0
750;COPS2;0.0;0.0
751;BCL2;0.3;0.0
752;CPE;0.0;0.0
753;COPS8;0.5;0.7
754;CPM;0.0;0.0
755;BMPR2;0.3;0.0
756;GAL3ST1;0.0;0.0
757;MCM7;0.0;0.0
758;COL14A1;0.0;0.0
759;TRH;0.0;0.0
760;SYNE2;0.0;0.0
761;SYNE1;0.0;0.0
762;TRO;0.0;0.0
763;THBD;0.0;0.0
764;VPS72;0.8;0.1
765;PRKG2;0.0;0.0
766;TCEB3B;0.0;0.0
767;PRKG1;0.0;0.0
768;GAL3ST4;0.0;0.0
769;CR2;0.0;0.0
770;CR1;0.0;0.0
771;DIS3;0.0;0.0
772;AVPR2;0.0;0.0
773;LANCL1;0.0;0.0
774;APOA2;0.0;0.0
775;APOA1;0.0;0.0
776;APOA4;0.0;0.0
777;TSN;0.0;0.0
778;MCM3;0.1;0.0
779;CRH;0.0;0.0
780;MCM4;0.0;0.0
781;XCL1;0.0;0.0
782;MCM5;0.0;0.0
783;MCM6;0.0;0.0
784;CRK;0.0;0.2
785;MCM2;0.0;0.0
786;HDAC4;0.0;0.0
787;CRP;0.0;0.0
788;CEBPA;0.2;0.4
789;HDAC5;0.0;0.2
790;CEBPB;0.1;0.0
791;HDAC2;0.0;0.0
792;HDAC3;0.0;0.0
793;CEBPD;0.0;0.0
794;HDAC1;0.3;0.5
795;CEBPE;0.2;0.0
796;VPS4B;0.0;0.0
797;CEBPG;0.1;0.0
798;VPS4A;0.0;0.0
799;CRX;0.0;0.0
800;TTK;0.0;0.0
801;TULP2;0.0;0.0
802;HDAC9;0.0;0.0
803;HDAC6;0.1;0.0
804;HDAC7;0.3;0.0
805;TTN;0.0;0.0
806;ABLIM1;0.1;0.08254;0.09619;0.103943;1.0;0.083333;0.075469;0.085281;0.099969;1.0
807;TTR;0.0;0.0
808;ABLIM3;0.0;0.0
809;IL21R;0.1;0.0
810;CSK;0.4;0.0
811;TUB;0.0;0.0
812;SLC35A2;0.0;0.0
813;C1orf123;0.0;0.0
814;MTOR;0.0;0.0
815;APOC1;0.0;0.0
816;VPS41;0.0;0.0
817;ASXL2;0.0;0.0
818;CEBPZ;0.0;0.0
819;BCOR;0.0;0.0
820;VPS45;0.0;0.0
821;C1orf116;0.0;0.0
822;TCERG1;0.0;0.0
823;IL1RN;0.0;0.0
824;ZMYND8;0.0;0.0
825;PITPNB;0.0;0.0
826;PITPNA;0.0;0.0
827;HDAC11;0.0;0.0
828;AQP4;0.0;0.0
829;AQP5;0.0;0.0
830;MKI67;0.0;0.0
831;AQP3;0.0;0.0
832;AQP1;0.0;0.9
833;RPS6KA4;0.0;0.0
834;NFU1;0.0;0.0
835;RPS6KA3;0.0;0.0
836;RPS6KA6;0.0;0.0
837;RPS6KA5;0.0;0.0
838;RPS6KA2;0.0;0.0
839;RPS6KA1;0.2;0.0
840;ARFIP2;0.0;0.0
841;ARFIP1;0.0;0.0
842;GSC2;0.0;0.0
843;BTRC;0.0;0.0
844;SYNPO;0.0;0.0
845;CPT1A;0.0;0.0
846;IL1R1;0.0;0.0
847;IL1R2;0.0;0.0
848;IFRD1;0.0;0.0
849;THEG;0.0;0.0
850;TWSG1;0.0;0.0
851;NIF3L1;0.0;0.0
852;IL23A;0.0;0.0
853;CFTR;0.0;0.0
854;SLC22A4;0.0;0.0
855;SLC22A3;0.0;0.0
856;SLC22A6;0.0;0.0
857;SLC22A5;0.0;0.0
858;SH2D2A;0.0;0.0
859;TXK;0.0;0.0
860;SLC22A2;0.0;0.0
861;MTTP;0.0;0.0
862;SLC22A1;0.0;0.0
863;TXN;0.0;0.0
864;CRHR1;0.0;0.0
865;CRHR2;0.0;0.0
866;SPRR2C;0.0;0.0
867;XCR1;0.0;0.0
868;SLC35E1;0.0;0.0
869;SYNRG;0.0;0.0
870;SH2D1A;0.0;0.0
871;TYR;0.1;0.0
872;VNN2;0.0;0.0
873;MPHOSPH10;0.0;0.0
874;SPRR1A;0.0;0.0
875;RSF1;0.0;0.0
876;C6orf47;0.0;0.0
877;SIPA1L1;0.0;0.0
878;TMED2;0.0;0.0
879;DGCR6L;0.0;0.0
880;TMED1;0.0;0.0
881;SEC61B;0.0;0.0
882;ERMAP;0.0;0.0
883;TYK2;0.0;0.1
884;MTSS1;0.0;0.0
885;NFX1;0.0;0.0
886;C12orf10;0.0;0.0
887;MEGF6;0.0;0.1
888;SDCCAG3;0.0;0.0
