Gene id;Gene name;Small pval;Small mcmc;Big pval;Big mcmc
221766_s_at;FAM46A;1.24464297975046E-4;2.358490566037736;3.16100215242975E-6;31.25
209337_at;PSIP1;;100.0;1.46793523321246E-10;2.262443438914027
218827_s_at;CEP192;;;;
200704_at;LITAF;;;;
206047_at;GNB3;;;;
219500_at;CLCF1;;;;
201885_s_at;CYB5R3;;;;
204923_at;SASH3;;;;
207757_at;ZFP2;;;;
206912_at;FOXE1;;;0.0108382732472975;
205827_at;CCK;;;0.00450393533503646;
219970_at;GIPC2;;83.33333333333333;1.72245501771115E-7;
204479_at;OSTF1;4.96998595297488E-5;31.25;4.65639529973829E-9;
216663_s_at;ZMYND10;;;;
206419_at;RORC;;500.0;0.00136887478847459;
206661_at;DBF4B;;;0.00635962848223291;
209938_at;TADA2A;;;;
218522_s_at;MAP1S;4.13218881191432E-4;55.55555555555556;1.1591208396553E-12;10.204081632653061
90265_at;ADAP1;0.00538367718456987;31.25;2.80238526261964E-5;250.0
206890_at;IL12RB1;0.0028166362707959;;;
207526_s_at;IL1RL1;;;;
217838_s_at;EVL;;50.0;;
207516_at;CHRNB4;;;;
219728_at;MYOT;;;;
209439_s_at;PHKA2;;;0.00156408477953479;
212891_s_at;GADD45GIP1;0.00146996598923806;62.5;1.26389959751326E-6;
203658_at;SLC25A20;;;;
213436_at;CNR1;;125.0;0.00183091134853495;166.66666666666666
208949_s_at;LGALS3;0.00385077612114767;55.55555555555556;4.48531610339428E-10;19.23076923076923
211904_x_at;RAD52;;;;
209194_at;CETN2;0.00178847116681158;;6.66198201974617E-9;
211731_x_at;SSX3;;;;
210275_s_at;ZFAND5;;55.55555555555556;;
214053_at;ERBB4;;500.0;;
203430_at;HEBP2;0.00257833349756971;;1.2913355190905E-8;
204022_at;WWP2;;100.0;;
220995_at;STXBP6;;;;
208895_s_at;DDX18;;;0.0108228862127134;
206948_at;NEU3;;500.0;;
202525_at;PRSS8;6.45138946993691E-4;;2.43686558738165E-11;100.0
203805_s_at;FANCA;0.00964723945344392;22.72727272727273;1.1812341544512E-5;
208946_s_at;BECN1;0.00541752851689971;23.809523809523807;1.57700446204656E-4;
219994_at;APBB1IP;;500.0;;
206877_at;MXD1;;;;
213473_at;BRAP;;;;
216598_s_at;CCL2;;;;
220027_s_at;RASIP1;;100.0;3.97918679033979E-5;
210961_s_at;ADRA1D;;;;
200085_s_at;TCEB2;4.38944274301492E-5;17.857142857142858;6.25254301439491E-10;
202012_s_at;EXT2;;;;
208094_s_at;CCDC130;;;;
204226_at;STAU2;;;;
219933_at;GLRX2;2.35054765885374E-8;;1.55003338017047E-16;500.0
210343_s_at;SLC22A6;;;;
221705_s_at;SIKE1;;;;
218647_s_at;YRDC;;;2.87580896596593E-9;
201007_at;HADHB;;;;
215789_s_at;AJAP1;;;4.74988176396659E-4;
212556_at;SCRIB;;166.66666666666666;;
202983_at;HLTF;;;;
205815_at;REG3A;;;;
216775_at;USP53;;;;
214280_x_at;HNRNPA1;;500.0;3.27485720212687E-9;6.024096385542168
204034_at;ETHE1;;;8.10047303158046E-6;
215735_s_at;TSC2;;;;
203001_s_at;STMN2;;250.0;;
212544_at;ZNHIT3;;;;
212694_s_at;PCCB;;;;
213136_at;PTPN2;;50.0;0.0018554604310529;
208110_x_at;MED25;;166.66666666666666;0.0034989604135024;
203575_at;CSNK2A2;;250.0;0.00451908189041902;45.45454545454546
201285_at;MKRN1;;;3.29636753762574E-5;
206973_at;PPFIA2;;125.0;;
210638_s_at;FBXO9;;;0.00527642644457299;
214365_at;TPM3;;500.0;;
204309_at;CYP11A1;;;0.00941592728839855;
209386_at;TM4SF1;0.0147025371170785;500.0;1.98120374577259E-4;
215700_x_at;CPNE6;;;;
219449_s_at;TMEM70;;;;
218457_s_at;DNMT3A;;;;
218274_s_at;ANKZF1;;;4.54175376539632E-6;500.0
208770_s_at;EIF4EBP2;;;2.96106221793858E-10;
209820_s_at;TBL3;;500.0;;500.0
213124_at;ZNF473;;;;
205297_s_at;CD79B;;250.0;;
200947_s_at;GLUD1;;;;
209398_at;HIST1H1C;;;;
207312_at;PHKG1;9.25257736131518E-5;13.513513513513514;6.15089303625526E-4;
202501_at;MAPRE2;;;1.34608907348441E-5;
207163_s_at;AKT1;1.62727109715614E-4;1.5772870662460567;1.94878824416277E-10;1.0482180293501049
203116_s_at;FECH;;;;
217716_s_at;SEC61A1;2.94219983774304E-4;;4.75623048605987E-8;
201020_at;YWHAH;;55.55555555555556;3.62346094726501E-6;
204729_s_at;STX1A;;125.0;;
213140_s_at;SS18L1;;500.0;;
209830_s_at;SLC9A3R2;;500.0;;
203737_s_at;PPRC1;;;;
212519_at;UBE2E1;;;1.72627925953042E-4;250.0
205720_at;POMC;;;;
219224_x_at;ZNF408;;55.55555555555556;;
210158_at;ERCC4;;;;
208152_s_at;DDX21;;;;
209157_at;DNAJA2;;;;
209945_s_at;GSK3B;;41.666666666666664;;
200915_x_at;KTN1;;;;
219957_at;RUFY2;;;0.00171731914079078;
206624_at;USP9Y;;;;
210075_at;MARCH2;;;5.99540404288523E-8;
208482_at;SSTR1;;;;
208216_at;DLX4;;;;
220587_s_at;MLST8;3.97595433781628E-5;166.66666666666666;3.80388267546471E-8;
215452_x_at;SUMO4;;1.607717041800643;;10.869565217391305
203417_at;MFAP2;;;0.00159985504015618;
205707_at;IL17RA;;;;
207553_at;OPRK1;;;;
200905_x_at;HLA-E;;;;
202754_at;R3HDM1;;125.0;;
206636_at;RASA2;;;;
205192_at;MAP3K14;;45.45454545454546;0.00720999696395114;
221016_s_at;TCF7L1;0.00801641915354638;;4.36032867740821E-13;29.41176470588235
221712_s_at;WDR74;;;;
220971_at;IL25;;;;
218259_at;MKL2;0.00927783723861316;100.0;4.96294999411363E-6;
40569_at;MZF1;;;;
204334_at;KLF7;;;;
217810_x_at;LARS;;;;
218970_s_at;CUTC;;;;
200007_at;SRP14;3.78793808867773E-4;125.0;2.489375449277E-10;35.714285714285715
201637_s_at;FXR1;;500.0;;
201574_at;ETF1;;500.0;;
202190_at;CSTF1;;500.0;;
212232_at;FNBP4;;166.66666666666666;0.0115592318531263;
215693_x_at;DDX27;;;;
203514_at;MAP3K3;;250.0;;
205995_x_at;IQCB1;;;;
222287_at;TRDN;;;;
209291_at;ID4;9.0831033510799E-4;26.315789473684212;3.78676794404497E-8;
215270_at;LFNG;;;3.45025089748604E-5;
57532_at;DVL2;;500.0;;
219762_s_at;RPL36;;;;
201695_s_at;PNP;;166.66666666666666;;
201760_s_at;WSB2;;;3.59113419959954E-5;
218764_at;PRKCH;1.86506442480761E-4;2.8409090909090913;1.8868136188109E-7;166.66666666666666
200020_at;TARDBP;;500.0;6.92811892995778E-4;
208399_s_at;EDN3;;;;
209594_x_at;PSG9;;;;
205202_at;PCMT1;;500.0;;
213557_at;CDK12;;62.5;;
202201_at;BLVRB;;;4.9068948142932E-5;
206028_s_at;MERTK;;;;
203992_s_at;KDM6A;;;;
209842_at;SOX10;;125.0;0.0115786405294511;71.42857142857143
202511_s_at;ATG5;0.00190881698583915;250.0;;
202340_x_at;NR4A1;;23.809523809523807;3.7459272536131E-4;31.25
213702_x_at;ASAH1;0.00481622893537393;;0.0027682567397009;
204450_x_at;APOA1;;250.0;;
217301_x_at;RBBP4;;166.66666666666666;;
218062_x_at;CDC42EP4;;500.0;4.87141393385444E-5;
205672_at;XPA;5.0749356992122E-4;11.627906976744187;2.49568508751667E-13;1.1337868480725624
201128_s_at;ACLY;;500.0;1.03722851151542E-6;
210720_s_at;NECAB3;0.00128562832594965;500.0;4.52171903430272E-9;
221729_at;COL5A2;;;;
204830_x_at;PSG5;;;2.03713464930449E-4;
219709_x_at;FAM173A;1.09637980818222E-4;4.62962962962963;3.33801428891773E-9;71.42857142857143
221922_at;GPSM2;;;1.08092476868215E-4;500.0
213883_s_at;TM2D1;;;;
208763_s_at;TSC22D3;;;;
207153_s_at;GLMN;;250.0;;
210912_x_at;GSTM4;;;;
214247_s_at;DKK3;;100.0;6.30518141661503E-6;
204563_at;SELL;;250.0;;250.0
209572_s_at;EED;;;;
205948_at;PTPRT;0.0123659063588599;;;
203502_at;BPGM;0.00416005521199095;166.66666666666666;5.11588945675444E-10;
204485_s_at;TOM1L1;;62.5;;
218097_s_at;CUEDC2;4.84592793971355E-5;2.6595744680851063;2.56543277646802E-4;
201583_s_at;SEC23B;;;;
60474_at;FERMT1;;;8.50282650668911E-8;
215111_s_at;TSC22D1;;;9.46287843261919E-6;
205744_at;DOC2A;;;;
200886_s_at;PGAM1;;166.66666666666666;6.414025770714E-4;
213428_s_at;COL6A1;;;;
216379_x_at;CD24;0.00167242359028265;500.0;2.74454556065595E-5;
219511_s_at;SNCAIP;0.0018036700431094;10.869565217391305;1.3957977077671E-5;500.0
210947_s_at;MSH3;;166.66666666666666;;
201525_at;APOD;;;;
212412_at;PDLIM5;0.00790852097729301;71.42857142857143;0.00278414173544726;
220909_at;TRIM46;;;;
205034_at;CCNE2;0.0109430550968111;38.46153846153846;1.30578439905908E-6;
212894_at;SUPV3L1;;500.0;0.0119197107720338;
202382_s_at;GNPDA1;4.15837212308863E-4;5.74712643678161;1.73333254590515E-12;16.666666666666668
200757_s_at;CALU;0.00137822141473041;;1.68814026786118E-6;
220045_at;NEUROD6;;;;
212629_s_at;PKN2;;55.55555555555556;;
219297_at;WDR44;;;0.00962010886605612;
219440_at;RAI2;0.0130668573371524;55.55555555555556;1.02985994924317E-4;
207456_at;HNF4G;;;;
201267_s_at;PSMC3;;166.66666666666666;;
203563_at;AFAP1;;250.0;;
219816_s_at;RBM23;;500.0;;
203935_at;ACVR1;;3.64963503649635;8.15131233287315E-5;6.666666666666667
201141_at;GPNMB;;;;
206372_at;MYF6;;;;
210002_at;GATA6;;;;
209242_at;PEG3;;;;
219427_at;FAT4;;125.0;;
206853_s_at;MAP3K7;;;;
205046_at;CENPE;;;;
206038_s_at;NR2C2;;125.0;;
200900_s_at;M6PR;;;2.2825300123258E-4;
202816_s_at;SS18;;;;
209643_s_at;PLD2;;125.0;;250.0
203947_at;CSTF3;0.0142717449028452;;2.40903971227156E-6;
220069_at;TUBA8;;500.0;;
209205_s_at;LMO4;0.00256245458177399;45.45454545454546;1.36834057694273E-5;
215822_x_at;MYT1;;250.0;;
214650_x_at;MOG;;;;
201631_s_at;IER3;;166.66666666666666;;
208950_s_at;ALDH7A1;0.0135715710501633;;4.31675998930233E-6;
203911_at;RAP1GAP;;250.0;;
218138_at;MKKS;;62.5;3.17332536276985E-4;
218045_x_at;PTMS;0.00196721139325648;166.66666666666666;6.84218976790062E-5;
209421_at;MSH2;;500.0;;
208020_s_at;CACNA1C;;;;
205912_at;PNLIP;;;;
214617_at;PRF1;;;;
214630_at;CYP11B2;;;;
221970_s_at;NOL11;;;;
203238_s_at;NOTCH3;0.00125421247369798;12.820512820512821;4.33332755559352E-7;250.0
210964_s_at;GYG2;;;1.78484817711937E-5;
210519_s_at;NQO1;;250.0;0.00297638334701212;
209408_at;KIF2C;;;;
202440_s_at;ST5;1.47617416594592E-4;27.77777777777778;3.93005977484764E-8;125.0
214938_x_at;HMGB1;;125.0;;
201704_at;ENTPD6;4.89582999127603E-6;1.3368983957219251;6.52660115550745E-10;125.0
207282_s_at;MYOG;;250.0;;
203741_s_at;ADCY7;0.0084355795686122;;1.24243477780693E-4;
202141_s_at;COPS8;0.00223454319790269;5.05050505050505;1.45997356764479E-11;1.2690355329949239
206384_at;CACNG3;;;;
203538_at;CAMLG;;500.0;2.64907229559435E-6;
202165_at;PPP1R2;;;;
214569_at;IFNA5;;;;
205900_at;KRT1;0.00284253139881671;100.0;1.16779187399559E-16;1.0
212256_at;GALNT10;;;0.00146735853118697;
211766_s_at;PNLIPRP2;;;;
202298_at;NDUFA1;;;7.47799843054928E-6;
207745_at;CABP2;;500.0;;
218403_at;TRIAP1;;166.66666666666666;;
207035_at;SLC30A3;;500.0;;
211451_s_at;KCNJ4;;166.66666666666666;1.48282417752476E-4;
215366_at;SNX13;;;;
218175_at;CCDC92;1.73497035580407E-4;;1.13421664642495E-9;
215416_s_at;STOML2;;500.0;6.32954263703506E-9;500.0
211296_x_at;UBC;;45.45454545454546;;
222169_x_at;SH2D3A;;166.66666666666666;3.30372886922679E-4;
218223_s_at;PLEKHO1;;250.0;8.33164481325152E-5;
202385_s_at;TCOF1;;;3.98181165942616E-7;
204071_s_at;TOPORS;;;0.00508418357645114;
201489_at;PPIF;;;;
203683_s_at;VEGFB;;;;
201716_at;SNX1;4.35528662259199E-4;10.204081632653061;1.36712674891325E-10;33.333333333333336
205083_at;AOX1;;250.0;8.73504034263564E-4;
218861_at;RNF25;;;9.95156397815512E-6;
208389_s_at;SLC1A2;;;;
208829_at;TAPBP;;500.0;;
210889_s_at;FCGR2B;;500.0;;
221515_s_at;LCMT1;;;;
208033_s_at;ZFHX3;;;;
202070_s_at;IDH3A;6.8127345360288E-4;8.620689655172413;1.25664129497227E-10;15.625
216537_s_at;SIGLEC7;;;;
220491_at;HAMP;;;;
206132_at;MCC;;;;
205359_at;AKAP6;;500.0;;
211026_s_at;MGLL;;;;
212870_at;SOS2;;250.0;;
219212_at;HSPA14;0.00147466213967799;15.625;2.09023831113204E-4;
204684_at;NPTX1;;;;
221357_at;CHRM4;;500.0;;
218427_at;SDCCAG3;;;;
211714_x_at;TUBB;2.58383496689174E-4;2.1929824561403506;1.84390871719362E-7;55.55555555555556
208357_x_at;CSH1;;;;
209195_s_at;ADCY6;;62.5;;
212160_at;XPOT;;;;
202598_at;S100A13;;29.41176470588235;1.50487193136987E-4;
215313_x_at;HLA-A;0.00155797278195196;7.692307692307692;0.00102107950396667;
200619_at;SF3B2;;;9.15056826104068E-4;
204913_s_at;SOX11;;;;
204960_at;PTPRCAP;;;;
214533_at;CMA1;0.00208168704143951;500.0;2.06006366574694E-4;
212293_at;HIPK1;;166.66666666666666;;
221345_at;FFAR2;;;;
203313_s_at;TGIF1;0.00879510778275945;29.41176470588235;2.01897632947201E-6;
206052_s_at;SLBP;;;;
204959_at;MNDA;;500.0;;
219273_at;CCNK;;250.0;;
208578_at;SCN10A;;;;
206390_x_at;PF4;;;;
218163_at;MCTS1;;;;
208891_at;DUSP6;;250.0;;
210139_s_at;PMP22;;;5.98395299710813E-4;
207193_at;AGRP;;;;
218715_at;UTP6;;;;
53987_at;RANBP10;;;3.41905606379923E-4;
209568_s_at;RGL1;0.00204270155078362;62.5;1.80339821113724E-4;
205671_s_at;HLA-DOB;;;;
209505_at;NR2F1;;;1.40890407728947E-5;16.129032258064516
216042_at;TNFRSF25;;250.0;0.00604085208016361;
218573_at;MAGEH1;;166.66666666666666;3.23147190806123E-8;125.0
220336_s_at;GP6;;500.0;;
221094_s_at;ELP3;;;;
204802_at;RRAD;;100.0;0.00791536488321922;
219833_s_at;EFHC1;;500.0;;
221220_s_at;SCYL2;;500.0;;
200789_at;ECH1;0.00485161730049745;27.77777777777778;;
202116_at;DPF2;;;0.00435416942897125;
219561_at;COPZ2;;;0.00125566713228549;
204862_s_at;NME3;;250.0;;
205596_s_at;SMURF2;;8.620689655172413;0.00226245344506285;12.195121951219512
208393_s_at;RAD50;;;;
218158_s_at;APPL1;;125.0;;
204647_at;HOMER3;0.00433118518782475;83.33333333333333;9.65791010481459E-9;500.0
210149_s_at;ATP5H;;;;
209891_at;SPC25;;500.0;9.95570944765678E-6;
200790_at;ODC1;;;0.00614127777197882;
201997_s_at;SPEN;;250.0;0.004185717308065;
206493_at;ITGA2B;;500.0;;
201416_at;SOX4;1.04784968316299E-4;50.0;8.12711657537519E-8;
218583_s_at;DCUN1D1;;500.0;2.77692883512155E-6;
213521_at;PTPN18;;250.0;0.0090837425052035;
218739_at;ABHD5;8.24592646808345E-4;;1.3004318607864E-10;
204814_at;CADPS;3.41211196520416E-4;41.666666666666664;4.05425267854403E-9;100.0
221518_s_at;USP47;;;0.00370484383213833;
210477_x_at;MAPK8;;6.849315068493151;;100.0
202826_at;SPINT1;5.74825485420469E-4;7.8125;5.45245117041938E-15;2.3041474654377883
206181_at;SLAMF1;;166.66666666666666;;
208396_s_at;PDE1A;;166.66666666666666;;
202274_at;ACTG2;;;;
213845_at;GRIK2;;500.0;7.17936256358155E-5;
221308_at;FRS2;;250.0;;
202416_at;DNAJC7;;100.0;;500.0
217852_s_at;ARL8B;;71.42857142857143;5.70736471576404E-5;
221166_at;FGF23;;;;
205660_at;OASL;;;;
207655_s_at;BLNK;0.00349654556893952;29.41176470588235;4.45762439933121E-5;
201428_at;CLDN4;;;2.51555418661661E-5;
206045_s_at;NOL4;;100.0;;
210159_s_at;TRIM31;;;0.00715941230291141;
210214_s_at;BMPR2;;6.329113924050633;4.79303506880002E-4;125.0
211033_s_at;PEX7;0.00293763488372497;250.0;4.90412141912001E-11;500.0
205659_at;HDAC9;;;;
205311_at;DDC;;;;
204797_s_at;EML1;1.44445601398922E-4;;8.44011048376635E-5;
203197_s_at;C1orf123;;;1.75146748207202E-8;
206846_s_at;HDAC6;;100.0;;
212845_at;SAMD4A;;;;
202446_s_at;PLSCR1;;83.33333333333333;;
221142_s_at;PECR;;;;
201115_at;POLD2;0.00598755566919092;8.620689655172413;0.00302574078645307;
203537_at;PRPSAP2;;;;
205718_at;ITGB7;;500.0;;
206769_at;TMSB4Y;;500.0;;
205959_at;MMP13;;;;
216061_x_at;PDGFB;;;;
203445_s_at;CTDSP2;1.06040815452535E-5;2.923976608187134;5.20818608310722E-12;1.3054830287206267
216572_at;FOXL1;;;;
215005_at;NECAB2;;500.0;;
35254_at;TRAFD1;;;4.7135833677668E-5;
205960_at;PDK4;;;;
214356_s_at;KIAA0368;;;;
220826_at;TCP10L;;;;
205799_s_at;SLC3A1;;;;
214436_at;FBXL2;;;0.0103498726137846;
205432_at;OVGP1;;;1.22631587484221E-4;
202178_at;PRKCZ;0.00334837339652881;8.771929824561402;1.11947791978152E-14;1.0
205203_at;PLD1;;100.0;0.00754901165758228;
203010_at;STAT5A;;71.42857142857143;;166.66666666666666
207900_at;CCL17;;;;
202670_at;MAP2K1;;71.42857142857143;5.94370568211705E-4;
213111_at;PIKFYVE;;;;
206592_s_at;AP3D1;3.72092586669914E-6;26.315789473684212;8.29240348806269E-15;62.5
216834_at;RGS1;;;;
205456_at;CD3E;;125.0;;
205972_at;SLC38A3;;;;
204852_s_at;PTPN7;;500.0;;
213294_at;EIF2AK2;;62.5;0.00911572295927538;
208783_s_at;CD46;;250.0;;
220863_at;MIP;;;;
212269_s_at;MCM3AP;;500.0;;
210049_at;SERPINC1;;;;
210844_x_at;CTNNA1;;500.0;;
211741_x_at;PSG3;;500.0;;
204933_s_at;TNFRSF11B;;;0.00205459884474527;
205227_at;IL1RAP;;500.0;;
205502_at;CYP17A1;;;1.81785007472523E-4;
205419_at;GPR183;;;;
204746_s_at;PICK1;;166.66666666666666;;
212772_s_at;ABCA2;;;2.1486360823659E-4;
212024_x_at;FLII;;100.0;2.43706139809169E-6;166.66666666666666
203574_at;NFIL3;;;;
214137_at;PTPRJ;;100.0;0.0120288868411008;
203849_s_at;KIF1A;;500.0;0.00191470983250805;
206733_at;TULP2;;500.0;;
204826_at;CCNF;;250.0;;
205755_at;ITIH3;;;;
203048_s_at;TTC37;;;;
202758_s_at;RFXANK;7.76095955360739E-5;20.833333333333332;2.68608668434788E-7;
204441_s_at;POLA2;;250.0;0.00154004591524303;
205215_at;RNF2;;500.0;0.0115501777774165;
202465_at;PCOLCE;;;;
202117_at;ARHGAP1;;;0.00276248457835948;
204552_at;INPP4A;;500.0;;
202449_s_at;RXRA;0.00741390334444545;4.62962962962963;9.44910547374021E-10;2.4154589371980677
214616_at;HIST1H3E;;;;
215333_x_at;GSTM1;;166.66666666666666;6.58327723070385E-10;38.46153846153846
207433_at;IL10;;;;
219249_s_at;FKBP10;0.00736149755281782;500.0;1.12518759132051E-6;
213330_s_at;STIP1;3.47300885229794E-5;1.838235294117647;2.22586059111367E-10;9.25925925925926
213245_at;ADCY1;;;;
217825_s_at;UBE2J1;;;3.3968177491512E-6;
209470_s_at;GPM6A;;;;
202548_s_at;ARHGEF7;;45.45454545454546;;250.0
38340_at;HIP1R;0.00148107568370353;9.090909090909092;2.1321069205257E-14;1.3368983957219251
204527_at;MYO5A;;;;
214707_x_at;ALMS1;;;;
202633_at;TOPBP1;;166.66666666666666;;
211493_x_at;DTNA;;500.0;;
219932_at;SLC27A6;;500.0;6.98251757981884E-6;
214485_at;ODF1;;100.0;;
205538_at;CORO2A;;;;
211338_at;IFNA2;;;;
203083_at;THBS2;;;9.14049486803665E-5;
202151_s_at;UBAC1;;500.0;9.97394685627013E-8;
221502_at;KPNA3;;500.0;6.99842452889434E-4;
205780_at;BIK;;166.66666666666666;;
217510_at;CRX;;250.0;;
205767_at;EREG;0.00181617901923428;55.55555555555556;4.75489913169911E-6;
216895_at;GABRG3;;;;
204540_at;EEF1A2;;;;
221514_at;UTP14A;;;0.0131632052307796;
208040_s_at;MYBPC3;;;;
214628_at;NHLH1;;500.0;0.0126725286895374;
211315_s_at;CACNA1G;;250.0;;
206120_at;CD33;;;;
203095_at;MTIF2;;;;
217522_at;KCNV2;;;;
212411_at;IMP4;;;;
205035_at;CTDP1;0.00676494836590849;20.833333333333332;0.00159498372903221;29.41176470588235
222127_s_at;EXOC1;0.00518649513008505;;4.70395337964434E-5;
202555_s_at;MYLK;;62.5;0.00629787034831516;
205779_at;RAMP2;;250.0;0.00521122037451795;
211753_s_at;RLN1;;;;
202507_s_at;SNAP25;;;;
204225_at;HDAC4;;71.42857142857143;0.0033325206290119;71.42857142857143
200632_s_at;NDRG1;2.61731599311996E-7;1.0;3.74986516945566E-16;1.0040160642570282
203562_at;FEZ1;;41.666666666666664;3.64331563870225E-8;71.42857142857143
202887_s_at;DDIT4;;;3.73666957752019E-7;
207059_at;PAX9;;;;
221128_at;ADAM19;;;;
219907_at;FRS3;;250.0;;
205923_at;RELN;;;4.91586186908399E-4;
219588_s_at;NCAPG2;2.11894430432187E-5;71.42857142857143;4.57980177130364E-8;
208828_at;POLE3;;;;
202898_at;SDC3;0.00171580995113167;8.474576271186441;2.94308942853701E-7;125.0
200034_s_at;RPL6;;;4.00657778496874E-9;
204503_at;EVPL;3.47854872540556E-4;6.4935064935064934;6.60904668523778E-14;1.0
210346_s_at;CLK4;0.00235141982001756;;5.54884674152022E-10;
204793_at;GPRASP1;0.0100229168006387;6.944444444444445;3.69285036749261E-6;9.803921568627452
204213_at;PIGR;;;;
207817_at;IFNW1;;;0.00314760965460215;
203153_at;IFIT1;;;;
