id;gene;pval;adjPVal
212021_s_at;MKI67;0.00201786482213448;0.00642407588651014
221215_s_at;RIPK4;1.61460959583407e-09;2.71315176977387e-08
210782_x_at;GRIN1;0.137999345186963;0.230435129361214
210845_s_at;PLAUR;1.71713193111766e-05;9.08488506256159e-05
214180_at;MAN1C1;0.00386115254969202;0.0112996557060509
203951_at;CNN1;0.0558142203810217;0.110567165774605
202934_at;HK2;0.446263193055034;0.573707496075733
210432_s_at;SCN3A;0.00511579252688244;0.0144439110594138
217026_at;CFTR;0.43104951315788;0.560126911287788
212038_s_at;VDAC1;7.06335785108668e-11;2.05841724602065e-09
201098_at;COPB2;0.0843371884128577;0.155376293772111
216651_s_at;GAD2;0.0327851878578403;0.0711350952097742
208697_s_at;EIF3E;2.57999628832793e-08;2.93762418913259e-07
201877_s_at;PPP2R5C;0.563540137309806;0.678876353502332
202175_at;CHPF;0.0332895413389168;0.0720418635657153
202381_at;ADAM9;0.0021346632102621;0.00674950921970075
203549_s_at;LPL;0.000528996587858795;0.00196325524490001
208652_at;PPP2CA;0.00716707671696091;0.0193380213059838
213955_at;MYOZ3;0.000374052738990961;0.00144289026314872
205801_s_at;RASGRP3;0.910519745728124;0.940692327997108
218273_s_at;PDP1;6.36724647716851e-06;3.74780204602452e-05
206270_at;PRKCG;0.492961932744936;0.616917926243962
218224_at;PNMA1;0.0249909836850486;0.0566009561649417
205959_at;MMP13;0.69449106004949;0.786460800066913
221526_x_at;PARD3;4.57653937676588e-12;2.10352556207085e-10
205245_at;PARD6A;2.51316932955694e-05;0.000127878074717627
208463_at;GABRA4;0.337470024056558;0.465524687272988
55065_at;MARK4;0.742244337587967;0.820941614123693
221063_x_at;RNF123;0.000987374159056979;0.00342137949126142
203999_at;SYT1;0.864562951680254;0.90959909298212
211714_x_at;TUBB;1.84390871719362e-07;1.63261662764552e-06
160020_at;MMP14;1.36849464008271e-05;7.43599789956051e-05
202803_s_at;ITGB2;0.514319501154157;0.63619495433158
204491_at;PDE4D;3.4069158084673e-06;2.16319255649864e-05
220804_s_at;TP73;0.0271311069563895;0.0605810143184108
204785_x_at;IFNAR2;0.00304144292265113;0.00920012567601848
215157_x_at;PABPC1;0.264744800227673;0.386203523222402
206220_s_at;RASA3;0.674917548809174;0.770506729541804
203269_at;NSMAF;0.0083200410305258;0.0220328644277978
209818_s_at;HABP4;0.000392736426000139;0.00150798243177326
219631_at;LRP12;0.000399436076699127;0.0015294792743928
200820_at;PSMD8;1.53709004088717e-05;8.24043726036508e-05
201587_s_at;IRAK1;5.23631253570638e-08;5.47361031115395e-07
201471_s_at;SQSTM1;4.3729466094713e-07;3.53625992959962e-06
205558_at;TRAF6;0.54201441180818;0.660546720598186
202535_at;FADD;0.0351967166511127;0.0752984719619923
204756_at;MAP2K5;0.391499578603992;0.520935573935911
219357_at;GTPBP1;0.60124543259666;0.709865936190712
203365_s_at;MMP15;0.0245243406618591;0.0557156654469495
204004_at;PAWR;3.11468476501054e-10;6.91648116024187e-09
202305_s_at;FEZ2;0.0138880748010393;0.0342665701919465
90265_at;ADAP1;2.80238526261964e-05;0.000141025328081516
207013_s_at;MMP16;0.588921444776342;0.700208835244301
211907_s_at;PARD6B;0.345006810440124;0.473465987280178
207884_at;GUCY2D;0.965170485681132;0.977049507043361
214953_s_at;APP;0.855369851030649;0.903500665561437
206234_s_at;MMP17;0.788239456718965;0.856527789231004
200660_at;S100A11;6.75676302633342e-16;1.53587366100401e-13
200791_s_at;IQGAP1;4.46282619366864e-06;2.73635375543135e-05
200632_s_at;NDRG1;3.74986516945566e-16;1.05700668282037e-13
202951_at;STK38;0.243668573482626;0.362314998296835
211986_at;AHNAK;5.0869069472298e-16;1.29788797253606e-13
214365_at;TPM3;0.09338330308471;0.168954856029674
209870_s_at;APBA2;0.0202640261733224;0.0474771316930725
207113_s_at;TNF;0.0201362798344848;0.0472137604071135
211429_s_at;SERPINA1;0.151834807048343;0.248460570381988
210244_at;CAMP;0.126938956276291;0.21536040593923
207341_at;PRTN3;0.973170151566427;0.982413776898799
209040_s_at;PSMB8;0.65303143001336;0.752269289532738
203534_at;LSM1;0.0234683542213348;0.0537688367285818
214352_s_at;KRAS;0.194591530344417;0.303366958226768
202111_at;SLC4A2;1.36854404327385e-10;3.42190752580195e-09
213857_s_at;CD47;0.0753774798722526;0.141923080325738
212112_s_at;STX12;0.000589271087852189;0.00215600443088325
210746_s_at;EPB42;0.978786743192702;0.986122319557995
202152_x_at;USF2;2.04254876798416e-06;1.39160461565874e-05
213014_at;MAPK8IP1;0.93738523516159;0.958938729235758
202936_s_at;SOX9;1.75445336940887e-09;2.91677872664224e-08
206073_at;COLQ;0.094493047816372;0.17042009287367
208250_s_at;DMBT1;0.0237618130877437;0.0542593949265701
207525_s_at;GIPC1;6.30430136343249e-07;4.8592093492992e-06
212713_at;MFAP4;0.00316457404420794;0.00953107798137502
203990_s_at;KDM6A;2.51925361580781e-05;0.000127927330238949
203338_at;PPP2R5E;0.459702142970627;0.585905404396276
209553_at;VPS8;0.0823934276669668;0.15228897585636
204288_s_at;SORBS2;1.59337072449159e-08;1.93589123397414e-07
218481_at;EXOSC5;0.0364115310107588;0.0774705515140413
202582_s_at;RANBP9;0.772775871643887;0.845315863139569
214518_at;PDHA2;0.00856745744562279;0.0225728150838354
203067_at;PDHX;0.0725279959425304;0.137550853565581
203336_s_at;ITGB1BP1;7.88274650697203e-08;7.82764867594633e-07
200980_s_at;PDHA1;0.10807767583932;0.18946888038391
202060_at;CTR9;0.0183317625918642;0.0435710448523739
201924_at;AFF1;2.60199617996116e-10;5.97980813269751e-09
209180_at;RABGGTB;0.012643778420288;0.0315451043325564
208616_s_at;PTP4A2;2.18917022830164e-06;1.47462317856827e-05
218110_at;XAB2;0.188338969836326;0.295360486815572
212760_at;UBR2;0.677985086107218;0.773302577001408
206155_at;ABCC2;0.896317562170432;0.930851702319569
205141_at;ANG;1.02707086050791e-11;4.20998029444915e-10
205050_s_at;MAPK8IP2;0.00394215687599596;0.011509772364246
211208_s_at;CASK;0.989610188340193;0.992866268728761
207099_s_at;CHM;0.00617258131163687;0.0169902271153862
215153_at;NOS1AP;0.05606115970354;0.110968432332751
204478_s_at;RABIF;0.919846680281976;0.948056322908926
216184_s_at;RIMS1;0.0370231888421014;0.0785047331926649
219579_at;RAB3IL1;0.993690150220291;0.995331518366787
212820_at;DMXL2;7.15160744330447e-06;4.15857657005546e-05
204235_s_at;GULP1;0.000545095648694784;0.00201680550458188
212757_s_at;CAMK2G;0.000732458438513703;0.00261260924345173
204802_at;RRAD;0.00791536488321922;0.0210817835044752
212269_s_at;MCM3AP;0.0153708422208469;0.0374812306309788
203652_at;MAP3K11;0.000483883447778587;0.00181503476271464
203175_at;RHOG;0.189024578015719;0.296175054842366
203187_at;DOCK1;0.00372539464068187;0.0109613753348564
203474_at;IQGAP2;0.556644429053161;0.672643403443129
219787_s_at;ECT2;0.073301496080461;0.138787718309545
204513_s_at;ELMO1;0.0219747024593539;0.05079085415915
221528_s_at;ELMO2;7.25032763219567e-08;7.28646270560372e-07
207845_s_at;ANAPC10;0.631183087844107;0.735088515308208
37152_at;PPARD;0.00450901283937339;0.0129352176498041
203573_s_at;RABGGTA;0.280090275879672;0.404025456218722
200023_s_at;EIF3F;2.5846644179707e-10;5.95091612402757e-09
218241_at;GOLGA5;3.94874058156704e-07;3.2264478574249e-06
208842_s_at;GORASP2;0.757147781453381;0.833189117483511
55081_at;MICALL1;0.0446808709497695;0.0918750408904635
217986_s_at;BAZ1A;0.0259680396852931;0.0584012290242012
204473_s_at;ZNF592;0.0465083878339874;0.0947909789208526
203840_at;BLZF1;0.924896491047886;0.950596508638661
220286_at;MTMR10;0.648596837276226;0.748869381199425
203530_s_at;STX4;0.047551168842113;0.09667990126266
214552_s_at;RABEP1;0.382961036536308;0.511405562783264
203943_at;KIF3B;1.09824684620958e-05;6.10777672211396e-05
219681_s_at;RAB11FIP1;1.30901309277988e-09;2.28246606498384e-08
218243_at;RUFY1;0.107901742401154;0.189305021540728
209262_s_at;NR2F6;0.230947007104822;0.347239865643354
217922_at;MAN1A2;0.115598581572701;0.200195798146821
215735_s_at;TSC2;0.809308630811789;0.871112914542315
200958_s_at;SDCBP;0.506722637663391;0.629521814322963
204841_s_at;EEA1;0.000235131945249281;0.000948570370928206
205211_s_at;RIN1;1.99154285971512e-08;2.34226423632723e-07
204761_at;USP6NL;0.122683398969411;0.209390833299056
222333_at;ALS2CL;6.98143618089645e-10;1.33524705360795e-08
209684_at;RIN2;4.91831153637854e-12;2.25138595679274e-10
204741_at;BICD1;0.914510863305626;0.943645989852008
203383_s_at;GOLGA1;0.580691131517447;0.694026738754173
215606_s_at;ERC1;0.0107655250985385;0.0275031714413629
213313_at;RABGAP1;2.11852325745317e-06;1.43398905060528e-05
218755_at;KIF20A;6.22293847159759e-08;6.37698170261583e-07
213154_s_at;BICD2;0.000142815638756617;0.000605058107171172
213022_s_at;UTRN;1.23962896061943e-08;1.56702136154338e-07
218340_s_at;UBA6;0.249726735070389;0.36917153149462
208691_at;TFRC;7.04298553569159e-08;7.10967133143636e-07
60471_at;RIN3;0.393691724486635;0.523053553616568
202362_at;RAP1A;0.154876303513852;0.252545134541566
204391_x_at;TRIM24;0.954022723485431;0.969722038324414
38290_at;RGS14;0.0776735919855592;0.145337757542541
34031_i_at;KRIT1;0.00413525325311421;0.0120062554970817
219112_at;RAPGEF6;0.170278588844309;0.272019284146633
210347_s_at;BCL11A;2.81898831344746e-11;9.67533707202459e-10
204680_s_at;RAPGEF5;0.454372540499534;0.58125094662081
212482_at;RMND5A;3.89175867926382e-10;8.38875293244073e-09
209110_s_at;RGL2;0.00928640043586466;0.0242478233603133
221830_at;RAP2A;0.0187242987094126;0.0443943073136878
219528_s_at;BCL11B;5.37258262961265e-12;2.42453082711321e-10
213439_x_at;RUNDC3A;0.75937605289856;0.834832871380391
213109_at;TNIK;0.830128143680779;0.884983600614625
206731_at;CNKSR2;0.030187259709911;0.0661526942845411
218748_s_at;EXOC5;0.082986229731262;0.15322608833263
222127_s_at;EXOC1;4.70395337964434e-05;0.000224375525190056
202845_s_at;RALBP1;0.0447494585462896;0.0919858156438198
215922_at;REPS1;0.945512053385791;0.963848956330662
212630_at;EXOC3;3.59452731427135e-09;5.37545221088762e-08
219210_s_at;RAB8B;0.0448055968259078;0.0920860712670556
204199_at;RALGPS1;0.00144897709035302;0.00479870505525655
219349_s_at;EXOC2;6.06844122234123e-06;3.59051832284477e-05
212034_s_at;EXOC7;0.36328663909681;0.491644247887889
214435_x_at;RALA;0.0081013225629422;0.0215403519102304
209439_s_at;PHKA2;0.00156408477953479;0.00513502833869326
204893_s_at;ZFYVE9;8.78325872278696e-05;0.000393155390448559
205645_at;REPS2;0.733557974880935;0.815412270113048
202100_at;RALB;0.00050779705639551;0.00189337274054777
206973_at;PPFIA2;0.710153058113043;0.798842318924714
215280_s_at;PPFIA3;0.000626624857712688;0.00227355899363732
202066_at;PPFIA1;0.00192493771410463;0.00615487757077649
205806_at;ROM1;0.00542765146234717;0.0151940211782948
210769_at;CNGB1;0.847085958081295;0.898137064817101
211164_at;EPHA3;0.635969661273051;0.738518735392503
202668_at;EFNB2;7.7057312413873e-10;1.44867747338081e-08
219957_at;RUFY2;0.00171731914079078;0.00558385537013427
202151_s_at;UBAC1;9.97394685627013e-08;9.57713391682713e-07
215117_at;RAG2;0.417651247469427;0.547381894943157
205024_s_at;RAD51;0.234535869953894;0.351452408745485
200843_s_at;EPRS;0.0168491795367776;0.0405171076300814
214727_at;BRCA2;0.0488034773866426;0.0988723179853843
208382_s_at;DMC1;0.851019221242805;0.900807916685933
204146_at;RAD51AP1;0.141413139098938;0.234849503854267
204558_at;RAD54L;0.000208461322128604;0.000851693937663991
206211_at;SELE;0.853202067781334;0.902125528704519
219494_at;RAD54B;0.0206480483225278;0.0481967700015389
205733_at;BLM;4.29491601130049e-10;9.02437646609726e-09
210858_x_at;ATM;0.781807355237725;0.851778261889502
218264_at;BCCIP;0.450635157133586;0.577770560402429
208041_at;GRK1;0.271692808229062;0.394460978803825
210981_s_at;GRK6;0.0118864861573616;0.0299304833714673
204395_s_at;GRK5;0.00145405205189157;0.0048142369578253
208865_at;CSNK1A1;5.81919468602982e-05;0.000271968631305365
203195_s_at;NUP98;0.0960476613973344;0.172576582752152
200750_s_at;RAN;0.502872261753768;0.626061443581518
202483_s_at;RANBP1;0.000791055109714528;0.00280720152757622
202708_s_at;HIST2H2BE;3.44719381616776e-08;3.81387761856012e-07
221502_at;KPNA3;0.000699842452889434;0.00251059694290494
208775_at;XPO1;0.00439229155554152;0.0126468053955274
202640_s_at;RANBP3;0.0148581919331006;0.0363801636403494
206617_s_at;RENBP;4.67173291046976e-10;9.65388509862694e-09
201443_s_at;ATP6AP2;0.786350091273383;0.855088183099925
205559_s_at;PCSK5;2.22561497057704e-05;0.000114269562062235
202416_at;DNAJC7;0.936685394674259;0.958379638613437
201756_at;RPA2;0.206972244325851;0.318391411167933
209507_at;RPA3;0.0343261830689583;0.0738252091395349
202542_s_at;AIMP1;0.00133695211609381;0.00446436307569573
205672_at;XPA;2.49568508751667e-13;1.95819782738543e-11
210533_at;MSH4;0.0678962542339259;0.130289941739454
221143_at;RPA4;0.138051120926269;0.230470333419289
211904_x_at;RAD52;0.266557190067193;0.388303961313511
211052_s_at;TBCD;1.02910424665683e-08;1.33601882572209e-07
202330_s_at;UNG;0.942641790957724;0.962033279228854
219382_at;SERTAD3;0.378146392419898;0.506979753140329
213699_s_at;YWHAQ;0.0166601390916628;0.0401474670246661
200816_s_at;PAFAH1B1;9.67929492709592e-12;3.9806100387682e-10
212306_at;CLASP2;0.0272314924603236;0.0607509134080952
212788_x_at;FTL;3.49160898579953e-06;2.20911414678471e-05
203432_at;TMPO;0.303289690305302;0.429608433682517
39854_r_at;PNPLA2;0.0260315915026832;0.0585020594942559
218619_s_at;SUV39H1;0.658645810895151;0.757046053857789
201994_at;MORF4L2;0.0140918489633146;0.0346872013662846
202820_at;AHR;0.596306789431067;0.705768009227227
207042_at;E2F2;0.116227653934266;0.20106242278763
203693_s_at;E2F3;3.92199191558802e-08;4.27486860755723e-07
38707_r_at;E2F4;0.537693790657736;0.656277240144783
205169_at;RBBP5;4.44283046509641e-09;6.46615442079573e-08
205277_at;PRDM2;0.120850572315928;0.207252929368139
212167_s_at;SMARCB1;1.98355497706686e-08;2.33506632046044e-07
213168_at;SP3;0.00500569891409621;0.0141843263427087
35685_at;RING1;0.59528032096879;0.70498231555428
208676_s_at;PA2G4;0.00115643626012898;0.00393344776127106
204001_at;SNAPC3;0.0263587151733784;0.05914900441629
206177_s_at;ARG1;9.17653716562185e-08;8.93372918734404e-07
203565_s_at;MNAT1;0.223502628070234;0.338530392068581
205655_at;MDM4;0.951128718733708;0.968163582154703
221439_at;RBBP9;0.118967414792054;0.204690109701229
201092_at;RBBP7;0.262483245997321;0.383898636108857
217301_x_at;RBBP4;0.410739041754165;0.540532578948482
201575_at;SNW1;0.121637932930146;0.208117892088776
206724_at;CBX4;0.0896877705926835;0.163451385998503
210412_at;GRIN2B;0.0898399555629723;0.163681014929799
209139_s_at;PRKRA;0.858073804122279;0.905285966171876
202682_s_at;USP4;0.588355256118724;0.69982022690788
213743_at;CCNT2;0.00777989213289977;0.0207652031267107
205899_at;CCNA1;0.705839571553067;0.795134828217377
203344_s_at;RBBP8;0.149251726477756;0.245035467422837
209778_at;TRIP11;0.142053850533569;0.235718762829693
201341_at;ENC1;3.27263009140693e-06;2.09067048557841e-05
201391_at;TRAP1;0.000223837545116276;0.000907692828103692
207178_s_at;FRK;0.374689421522513;0.503749558863797
205599_at;TRAF1;0.647366429962011;0.747794059630885
204162_at;NDC80;6.52221284563605e-06;3.83360155129957e-05
208669_s_at;EID1;0.175907532130105;0.279369406337725
206845_s_at;RNF40;0.000463705929956636;0.00174563430783435
202040_s_at;KDM5A;0.108890980130335;0.190756634519126
204064_at;THOC1;0.207823552835238;0.319522015155507
217982_s_at;MORF4L1;2.75933415738892e-07;2.33562597397944e-06
218964_at;ARID3B;0.00373646372380762;0.0109810224435926
201200_at;CREG1;1.02477164716554e-08;1.33177704083822e-07
204413_at;TRAF2;0.53750951465511;0.656116378853562
209165_at;AATF;3.96156683029498e-05;0.000192265172796381
209102_s_at;HBP1;6.56956121224828e-05;0.00030284902019
205076_s_at;MTMR11;6.60130225380915e-09;9.14960984225299e-08
201833_at;HDAC2;0.000373841206585877;0.00144251937183229
222051_s_at;E2F5;0.418107677464178;0.547813211631604
218955_at;BRF2;0.16097179430852;0.259975374298556
218215_s_at;NR1H2;7.10869448645128e-05;0.000325422550236594
210314_x_at;TNFSF13;0.296550833369497;0.422360277829283
208510_s_at;PPARG;0.00759827672651827;0.0203238458782481
209503_s_at;PSMC5;0.900236427264214;0.933694691692152
204621_s_at;NR4A2;0.0717477730939903;0.136279346584787
210774_s_at;NCOA4;8.64959354502927e-15;1.20152464999951e-12
35617_at;MAPK7;0.170903077666207;0.272855441856375
202227_s_at;BRD8;0.812094598133657;0.873134388189454
215273_s_at;TADA3;2.44083849435153e-06;1.62057158026462e-05
212544_at;ZNHIT3;0.078007290602583;0.145885885880852
221763_at;JMJD1C;0.908675195238329;0.939252359724646
202734_at;TRIP10;0.0931591860680824;0.168695849395012
202467_s_at;COPS2;0.0765644571795141;0.143876272908205
206410_at;NR0B2;0.0801744536187474;0.149069158111478
211285_s_at;UBE3A;5.67816692497263e-11;1.72302045864097e-09
214448_x_at;NFKBIB;3.32718983892586e-05;0.000164543225341183
208214_at;ADRB1;0.111547892388586;0.19433831530687
202098_s_at;PRMT2;0.171624400564352;0.273749458516909
212867_at;NCOA2;0.0351760141858482;0.0752984719619923
213462_at;NPAS2;0.0300162144727367;0.0658471158691269
209058_at;EDF1;0.0196977423252964;0.0463158124037719
219084_at;NSD1;0.255864534756899;0.376021912957652
203160_s_at;RNF8;0.000240126673380773;0.000966225835405994
205883_at;ZBTB16;1.60788570454214e-11;6.10996567726014e-10
209358_at;TAF11;0.17021151186977;0.271946878133657
205956_x_at;PSMC3IP;2.13173141472034e-06;1.44136863963405e-05
200614_at;CLTC;1.30714522848293e-08;1.63491680973805e-07
208388_at;NR2E3;0.464888681963159;0.5905942792301
205080_at;RARB;0.00405132547134969;0.0117872169054722
202329_at;CSK;1.1914906800171e-11;4.74395429349482e-10
220997_s_at;DIAPH3;0.516384902841567;0.637551259660802
204309_at;CYP11A1;0.00941592728839855;0.0245143529695041
221845_s_at;CLPB;0.0201880534681186;0.0473262787283741
208353_x_at;ANK1;0.438759270644236;0.566881878478659
221645_s_at;ZNF83;0.228608115874026;0.344666555424734
207008_at;CXCR2;4.32134819666091e-05;0.000207630650094753
206671_at;SAG;0.596395451648663;0.705787776396699
207166_at;GNGT1;0.404655726802818;0.534385774742903
206283_s_at;TAL1;0.00377076106244129;0.0110688083593898
206104_at;ISL1;0.0888525067808837;0.162212914686713
35160_at;LDB1;0.476601271291337;0.602048003807648
203822_s_at;ELF2;0.0136988912607006;0.0338733264519935
201477_s_at;RRM1;0.000694809621598826;0.00249397355418562
207792_at;OPRD1;0.140929606361416;0.234139792522316
201872_s_at;ABCE1;0.000477945086263668;0.00179545356624651
201126_s_at;MGAT1;6.59757629616939e-06;3.86735342606539e-05
213037_x_at;STAU1;0.642861839169067;0.744172103082563
208877_at;PAK2;0.00787455405709729;0.0209865007081284
204171_at;RPS6KB1;0.361545179893571;0.490222829081094
203519_s_at;UPF2;1.59541361792463e-14;2.01473343952462e-12
209166_s_at;MAN2B1;6.1919930400833e-07;4.78740241107739e-06
221708_s_at;UNC45A;4.53809243615805e-06;2.77050771903246e-05
219409_at;SNIP1;0.00274359481793787;0.00840490625186456
215884_s_at;UBQLN2;0.000537985351201223;0.00199344779511491
201046_s_at;RAD23A;2.81452348789336e-07;2.37751166524613e-06
218583_s_at;DCUN1D1;2.77692883512155e-06;1.81007113121427e-05
201721_s_at;LAPTM5;0.509739349524338;0.631919626748058
211652_s_at;LBP;0.117781005167084;0.203126277930551
211662_s_at;VDAC2;0.0143503691994403;0.035261068343436
202876_s_at;PBX2;0.20432535787092;0.315113478371735
203312_x_at;ARF6;0.0712679218927394;0.135491417199366
207541_s_at;EXOSC10;0.00187876026486802;0.00603191084524396
200908_s_at;RPLP2;0.0240936837685245;0.0549469599551428
220650_s_at;SLC9A5;0.449814235532544;0.576950848599897
209882_at;RIT1;0.0207614852025337;0.048416356650266
206984_s_at;RIT2;0.827916297206747;0.883153840814194
206891_at;ACTN3;0.0294377823166419;0.064805626786874
200612_s_at;AP2B1;8.90813401697016e-07;6.61731975520861e-06
200740_s_at;SUMO3;0.625838356704126;0.730485588228455
208718_at;DDX17;0.000871486218068541;0.00306392595565042
214490_at;ARSF;0.000499648140652456;0.00186688614896503
202602_s_at;HTATSF1;0.249725405807945;0.36917153149462
205292_s_at;HNRNPA2B1;0.73422864883033;0.815711774993714
203230_at;DVL1;0.432352053849079;0.561320735711902
201342_at;SNRPC;3.27685605573336e-13;2.46790689209509e-11
205035_at;CTDP1;0.00159498372903221;0.00523235019164541
202697_at;NUDT21;0.00168188765204925;0.00548577078683008
202200_s_at;SRPK1;0.00389568824159693;0.0113843543704923
206991_s_at;CCR5;0.703207691839011;0.793170566886622
222287_at;TRDN;0.563045938448606;0.678411750432196
217080_s_at;HOMER2;1.84933065961334e-05;9.66165144441538e-05
204647_at;HOMER3;9.65791010481459e-09;1.26432661916641e-07
213793_s_at;HOMER1;0.529830112463734;0.64883299696558
206306_at;RYR3;0.283607718563923;0.407745669654817
208921_s_at;SRI;0.32612192828255;0.453473067221492
206857_s_at;FKBP1B;8.81656412739113e-06;5.01933901277977e-05
206281_at;ADCYAP1;0.583031764082476;0.69532224692923
221198_at;SCT;0.553520894545711;0.670554091435124
202880_s_at;CYTH1;0.267248344718902;0.389137992741173
204732_s_at;TRIM23;0.945880995181848;0.964001320760044
203174_s_at;ARFRP1;0.291017403408982;0.415900729014528
209606_at;CYTIP;0.992302836016918;0.994849242653048
203085_s_at;TGFB1;0.150957799362622;0.24721959754146
202450_s_at;CTSK;0.39980067468549;0.529201485962731
201840_at;NEDD8;0.301341388254657;0.427624294660581
57532_at;DVL2;0.0406183104610363;0.0848187936168157
207368_at;HTR1D;0.880080005281286;0.920579001508252
209158_s_at;CYTH2;9.47635712748169e-09;1.24840270608826e-07
204729_s_at;STX1A;0.146390142595263;0.241447171863585
206008_at;TGM1;0.0117241675240681;0.029587311745236
211438_at;TRHR;0.0816198814020508;0.151261336208396
221829_s_at;TNPO1;7.61618062354265e-05;0.000345810003497681
200992_at;IPO7;0.148178285466052;0.243642326405241
205701_at;IPO8;0.000171330639636688;0.000713991885579291
203510_at;MET;2.51454013643671e-05;0.000127895316962509
215689_s_at;SHBG;0.0300951781724299;0.065985604614472
204503_at;EVPL;6.60904668523778e-14;6.25956830748809e-12
208059_at;CCR8;0.396732655024997;0.526143168889627
213175_s_at;SNRPB;3.20989786288407e-08;3.58233224468216e-07
203654_s_at;COIL;0.44391800240899;0.571914969715292
203727_at;SKIV2L;2.86017010557771e-05;0.000143490556420275
202567_at;SNRPD3;0.250257087218594;0.369704141348594
202690_s_at;SNRPD1;0.0802073142386348;0.149108080685712
202515_at;DLG1;3.61410078281726e-06;2.27281126694071e-05
203575_at;CSNK2A2;0.00451908189041902;0.0129581563747749
209367_at;STXBP2;0.00139597543830769;0.00463791786599064
209143_s_at;CLNS1A;0.117107982369773;0.202333332723453
200071_at;SMNDC1;0.726652561584705;0.810763973666398
213660_s_at;TOP3B;0.938870162799971;0.959616000599354
217099_s_at;GEMIN4;0.0081365397851114;0.0216201956202896
201421_s_at;WDR77;0.205730643033032;0.316832286178734
203599_s_at;WBP4;0.00358124662369189;0.0105996082598002
204103_at;CCL4;0.348177257603031;0.477031460224997
207360_s_at;NTSR1;0.589027507227166;0.700268343034807
205098_at;CCR1;0.0782221218649985;0.14618315952548
208376_at;CCR4;0.194261594631758;0.302938562565328
217373_x_at;MDM2;0.0803011976161282;0.149226065751799
212718_at;PAPOLA;0.00173063959511627;0.00561548305687609
208204_s_at;CAV3;0.90770059863917;0.938710636461816
207212_at;SLC9A3;0.761375244020256;0.836589321562774
205380_at;PDZK1;0.00148387624253388;0.00489741836963003
200021_at;CFL1;2.50679790466202e-06;1.65995695996211e-05
205674_x_at;FXYD2;0.000710115850709885;0.00254016262248211
205384_at;FXYD1;1.14786362342214e-09;2.04715991726442e-08
206825_at;OXTR;0.412023590659666;0.541766820617074
206710_s_at;EPB41L3;0.0246731618944116;0.0560028812643308
220337_at;NGB;0.122031857403211;0.208649108486727
214530_x_at;EPB41;0.826803607408143;0.882605012066695
214555_at;SSTR5;0.0324890765590779;0.070529334110365
210182_at;CORT;0.85762267716306;0.905115541946022
213921_at;SST;0.235825395571852;0.353003962576544
211661_x_at;PTAFR;0.81126603332162;0.872543698261088
208111_at;AVPR2;0.0858701724582721;0.157782024702134
217305_s_at;ADCY10;0.041237801290716;0.0859037644481452
209129_at;TRIP6;0.0101817224255532;0.0262025306225331
209860_s_at;ANXA7;0.00829624254372295;0.0219884723938148
211373_s_at;PSEN2;1.20488544093262e-11;4.78205643890148e-10
206200_s_at;ANXA11;6.4871409374161e-05;0.000299681063960879
203765_at;GCA;0.00869864843722414;0.0228707681939382
205423_at;AP1B1;0.85030141528241;0.900563304384338
35776_at;ITSN1;0.00609130224509917;0.016807208269307
209027_s_at;ABI1;9.69744077901112e-07;7.13580957146539e-06
218744_s_at;PACSIN3;2.705652507333e-12;1.31618940259444e-10
212339_at;EPB41L1;5.37163383254595e-05;0.000253802593252039
200721_s_at;ACTR1A;1.62950031939993e-09;2.73268766119957e-08
208416_s_at;SPTB;0.116682316133848;0.201737286171396
205189_s_at;FANCC;0.281356724656021;0.405478014023006
205358_at;GRIA2;0.868763254743286;0.912635762608231
220563_s_at;SHANK1;0.0608249686917724;0.118947874016039
203805_s_at;FANCA;1.1812341544512e-05;6.51999531962423e-05
201719_s_at;EPB41L2;0.0222032212953676;0.0512527091275268
204813_at;MAPK10;0.47778936435857;0.60306134610912
205155_s_at;SPTBN2;0.00016861567432641;0.000703850804817624
203350_at;AP1G1;0.690769301454329;0.783594756082209
205553_s_at;CSRP3;0.546290767871675;0.664434981995494
213656_s_at;KLC1;0.000213367530818487;0.000870032899638852
206291_at;NTS;6.03144007592283e-05;0.000280753928480998
210415_s_at;ODF2;0.000524364938250319;0.00194991387805041
219888_at;SPAG4;0.000774153058872005;0.00275190831447763
203145_at;SPAG5;5.85415412329628e-08;6.04365275387697e-07
207427_at;ACR;0.0262088529624357;0.0588369688878383
207021_at;ZPBP;0.262997927730454;0.384471479476863
206622_at;TRH;0.0155392510607136;0.0378402253137984
218542_at;CEP55;4.91609729437777e-07;3.91222459416364e-06
220427_at;OBSCN;0.235353409304398;0.352424041576666
211493_x_at;DTNA;0.126381330137401;0.214530806432829
213438_at;NFASC;0.00170871953752707;0.00555733914104146
205432_at;OVGP1;0.000122631587484221;0.000529399208124217
208464_at;GRIA4;0.0252133892432184;0.0569956292506752
209366_x_at;CYB5A;9.43267574219976e-09;1.24395898870234e-07
210607_at;FLT3LG;0.00427270400332279;0.0123508313178131
211709_s_at;CLEC11A;1.24850398106135e-05;6.84896742923607e-05
205879_x_at;RET;0.308161632001553;0.434393587020342
209600_s_at;ACOX1;0.204529219501787;0.315331644125212
203025_at;NAA10;5.23260750822956e-08;5.47361031115395e-07
205222_at;EHHADH;0.240321798880445;0.358062582481627
202003_s_at;ACAA2;4.01879571051287e-05;0.000194514068806937
205394_at;CHEK1;0.0177675629777095;0.0423508240890991
201901_s_at;YY1;0.146249227739634;0.241278417155042
